F	V
7.76145872558956e+006	(-1.75133109951007e+001,1.27665312093731e+002)
7.77935073578383e+006	(-1.74650983503009e+001,1.27575042144191e+002)
7.79728399132130e+006	(-1.74167681186504e+001,1.27484657248420e+002)
7.81525858728229e+006	(-1.73683189878105e+001,1.27394155664889e+002)
7.83327461896633e+006	(-1.73197496288924e+001,1.27303535616821e+002)
7.85133218189261e+006	(-1.72710586961847e+001,1.27212795291448e+002)
7.86943137180055e+006	(-1.72222448268757e+001,1.27121932839243e+002)
7.88757228465024e+006	(-1.71733066407689e+001,1.27030946373138e+002)
7.90575501662300e+006	(-1.71242427399936e+001,1.26939833967722e+002)
7.92397966412187e+006	(-1.70750517087085e+001,1.26848593658410e+002)
7.94224632377210e+006	(-1.70257321127997e+001,1.26757223440604e+002)
7.96055509242172e+006	(-1.69762824995715e+001,1.26665721268821e+002)
7.97890606714199e+006	(-1.69267013974316e+001,1.26574085055803e+002)
7.99729934522795e+006	(-1.68769873155683e+001,1.26482312671601e+002)
8.01573502419893e+006	(-1.68271387436222e+001,1.26390401942640e+002)
8.03421320179907e+006	(-1.67771541513491e+001,1.26298350650754e+002)
8.05273397599782e+006	(-1.67270319882771e+001,1.26206156532198e+002)
8.07129744499049e+006	(-1.66767706833554e+001,1.26113817276632e+002)
8.08990370719873e+006	(-1.66263686445956e+001,1.26021330526080e+002)
8.10855286127111e+006	(-1.65758242587048e+001,1.25928693873858e+002)
8.12724500608357e+006	(-1.65251358907112e+001,1.25835904863475e+002)
8.14598024074002e+006	(-1.64743018835811e+001,1.25742960987505e+002)
8.16475866457279e+006	(-1.64233205578267e+001,1.25649859686424e+002)
8.18358037714322e+006	(-1.63721902111066e+001,1.25556598347421e+002)
8.20244547824216e+006	(-1.63209091178156e+001,1.25463174303169e+002)
8.22135406789050e+006	(-1.62694755286669e+001,1.25369584830570e+002)
8.24030624633970e+006	(-1.62178876702633e+001,1.25275827149458e+002)
8.25930211407232e+006	(-1.61661437446596e+001,1.25181898421269e+002)
8.27834177180255e+006	(-1.61142419289149e+001,1.25087795747673e+002)
8.29742532047678e+006	(-1.60621803746342e+001,1.24993516169168e+002)
8.31655286127407e+006	(-1.60099572074998e+001,1.24899056663632e+002)
8.33572449560674e+006	(-1.59575705267917e+001,1.24804414144836e+002)
8.35494032512090e+006	(-1.59050184048968e+001,1.24709585460915e+002)
8.37420045169694e+006	(-1.58522988868066e+001,1.24614567392788e+002)
8.39350497745016e+006	(-1.57994099896036e+001,1.24519356652542e+002)
8.41285400473122e+006	(-1.57463497019347e+001,1.24423949881763e+002)
8.43224763612674e+006	(-1.56931159834727e+001,1.24328343649817e+002)
8.45168597445981e+006	(-1.56397067643651e+001,1.24232534452089e+002)
8.47116912279059e+006	(-1.55861199446696e+001,1.24136518708154e+002)
8.49069718441677e+006	(-1.55323533937756e+001,1.24040292759914e+002)
8.51027026287420e+006	(-1.54784049498123e+001,1.23943852869659e+002)
8.52988846193740e+006	(-1.54242724190425e+001,1.23847195218087e+002)
8.54955188562009e+006	(-1.53699535752414e+001,1.23750315902253e+002)
8.56926063817580e+006	(-1.53154461590599e+001,1.23653210933459e+002)
8.58901482409837e+006	(-1.52607478773732e+001,1.23555876235082e+002)
8.60881454812253e+006	(-1.52058564026126e+001,1.23458307640331e+002)
8.62865991522444e+006	(-1.51507693720807e+001,1.23360500889942e+002)
8.64855103062226e+006	(-1.50954843872501e+001,1.23262451629793e+002)
8.66848799977671e+006	(-1.50399990130443e+001,1.23164155408450e+002)
8.68847092839161e+006	(-1.49843107771001e+001,1.23065607674634e+002)
8.70849992241446e+006	(-1.49284171690125e+001,1.22966803774614e+002)
8.72857508803700e+006	(-1.48723156395590e+001,1.22867738949506e+002)
8.74869653169575e+006	(-1.48160035999056e+001,1.22768408332499e+002)
8.76886436007260e+006	(-1.47594784207915e+001,1.22668806945983e+002)
8.78907868009538e+006	(-1.47027374316929e+001,1.22568929698593e+002)
8.80933959893839e+006	(-1.46457779199660e+001,1.22468771382144e+002)
8.82964722402301e+006	(-1.45885971299670e+001,1.22368326668484e+002)
8.85000166301825e+006	(-1.45311922621489e+001,1.22267590106234e+002)
8.87040302384131e+006	(-1.44735604721362e+001,1.22166556117415e+002)
8.89085141465819e+006	(-1.44156988697730e+001,1.22065218993984e+002)
8.91134694388421e+006	(-1.43576045181480e+001,1.21963572894229e+002)
8.93188972018462e+006	(-1.42992744325922e+001,1.21861611839067e+002)
8.95247985247519e+006	(-1.42407055796505e+001,1.21759329708205e+002)
8.97311744992275e+006	(-1.41818948760255e+001,1.21656720236169e+002)
8.99380262194578e+006	(-1.41228391874932e+001,1.21553777008213e+002)
9.01453547821500e+006	(-1.40635353277882e+001,1.21450493456072e+002)
9.03531612865396e+006	(-1.40039800574604e+001,1.21346862853577e+002)
9.05614468343959e+006	(-1.39441700826987e+001,1.21242878312124e+002)
9.07702125300282e+006	(-1.38841020541230e+001,1.21138532775972e+002)
9.09794594802915e+006	(-1.38237725655434e+001,1.21033819017390e+002)
9.11891887945922e+006	(-1.37631781526841e+001,1.20928729631626e+002)
9.13994015848943e+006	(-1.37023152918719e+001,1.20823257031703e+002)
9.16100989657250e+006	(-1.36411803986885e+001,1.20717393443028e+002)
9.18212820541810e+006	(-1.35797698265839e+001,1.20611130897806e+002)
9.20329519699338e+006	(-1.35180798654514e+001,1.20504461229260e+002)
9.22451098352364e+006	(-1.34561067401615e+001,1.20397376065636e+002)
9.24577567749286e+006	(-1.33938466090542e+001,1.20289866823992e+002)
9.26708939164434e+006	(-1.33312955623876e+001,1.20181924703764e+002)
9.28845223898126e+006	(-1.32684496207421e+001,1.20073540680086e+002)
9.30986433276731e+006	(-1.32053047333776e+001,1.19964705496875e+002)
9.33132578652728e+006	(-1.31418567765440e+001,1.19855409659648e+002)
9.35283671404767e+006	(-1.30781015517406e+001,1.19745643428075e+002)
9.37439722937727e+006	(-1.30140347839252e+001,1.19635396808253e+002)
9.39600744682779e+006	(-1.29496521196700e+001,1.19524659544682e+002)
9.41766748097444e+006	(-1.28849491252623e+001,1.19413421111941e+002)
9.43937744665658e+006	(-1.28199212847482e+001,1.19301670706039e+002)
9.46113745897828e+006	(-1.27545639979185e+001,1.19189397235436e+002)
9.48294763330896e+006	(-1.26888725782320e+001,1.19076589311715e+002)
9.50480808528399e+006	(-1.26228422506772e+001,1.18963235239883e+002)
9.52671893080532e+006	(-1.25564681495675e+001,1.18849323008301e+002)
9.54868028604206e+006	(-1.24897453162698e+001,1.18734840278208e+002)
9.57069226743113e+006	(-1.24226686968618e+001,1.18619774372825e+002)
9.59275499167787e+006	(-1.23552331397176e+001,1.18504112266033e+002)
9.61486857575665e+006	(-1.22874333930173e+001,1.18387840570581e+002)
9.63703313691149e+006	(-1.22192641021790e+001,1.18270945525826e+002)
9.65924879265668e+006	(-1.21507198072091e+001,1.18153412984960e+002)
9.68151566077741e+006	(-1.20817949399699e+001,1.18035228401726e+002)
9.70383385933042e+006	(-1.20124838213589e+001,1.17916376816565e+002)
9.72620350664456e+006	(-1.19427806583988e+001,1.17796842842206e+002)
9.74862472132148e+006	(-1.18726795412329e+001,1.17676610648631e+002)
9.77109762223622e+006	(-1.18021744400243e+001,1.17555663947418e+002)
9.79362232853788e+006	(-1.17312592017539e+001,1.17433985975413e+002)
9.81619895965019e+006	(-1.16599275469130e+001,1.17311559477697e+002)
9.83882763527221e+006	(-1.15881730660889e+001,1.17188366689831e+002)
9.86150847537893e+006	(-1.15159892164362e+001,1.17064389319314e+002)
9.88424160022191e+006	(-1.14433693180319e+001,1.16939608526242e+002)
9.90702713032990e+006	(-1.13703065501084e+001,1.16814004903107e+002)
9.92986518650952e+006	(-1.12967939471610e+001,1.16687558453705e+002)
9.95275588984587e+006	(-1.12228243949229e+001,1.16560248571096e+002)
9.97569936170318e+006	(-1.11483906262056e+001,1.16432054014582e+002)
9.99869572372546e+006	(-1.10734852165962e+001,1.16302952885625e+002)
1.00217450978371e+007	(-1.09981005800081e+001,1.16172922602685e+002)
1.00448476062437e+007	(-1.09222289640795e+001,1.16041939874884e+002)
1.00680033714323e+007	(-1.08458624454112e+001,1.15909980674465e+002)
1.00912125161725e+007	(-1.07689929246412e+001,1.15777020207951e+002)
1.01144751635170e+007	(-1.06916121213454e+001,1.15643032885961e+002)
1.01377914368019e+007	(-1.06137115687612e+001,1.15507992291590e+002)
1.01611614596478e+007	(-1.05352826083244e+001,1.15371871147283e+002)
1.01845853559603e+007	(-1.04563163840128e+001,1.15234641280115e+002)
1.02080632499305e+007	(-1.03768038364894e+001,1.15096273585389e+002)
1.02315952660358e+007	(-1.02967356970356e+001,1.14956737988462e+002)
1.02551815290407e+007	(-1.02161024812672e+001,1.14816003404689e+002)
1.02788221639972e+007	(-1.01348944826240e+001,1.14674037697384e+002)
1.03025172962456e+007	(-1.00531017656238e+001,1.14530807633682e+002)
1.03262670514152e+007	(-9.97071415887086e+000,1.14386278838176e+002)
1.03500715554247e+007	(-9.88772124780986e+000,1.14240415744209e+002)
1.03739309344832e+007	(-9.80411236721385e+000,1.14093181542671e+002)
1.03978453150909e+007	(-9.71987659339621e+000,1.13944538128154e+002)
1.04218148240393e+007	(-9.63500273613479e+000,1.13794446042322e+002)
1.04458395884125e+007	(-9.54947933029715e+000,1.13642864414297e+002)
1.04699197355874e+007	(-9.46329462715402e+000,1.13489750897917e+002)
1.04940553932344e+007	(-9.37643658536899e+000,1.13335061605641e+002)
1.05182466893185e+007	(-9.28889286165087e+000,1.13178751038914e+002)
1.05424937520994e+007	(-9.20065080105529e+000,1.13020772014763e+002)
1.05667967101328e+007	(-9.11169742692130e+000,1.12861075588385e+002)
1.05911556922704e+007	(-9.02201943042824e+000,1.12699610971481e+002)
1.06155708276612e+007	(-8.93160315975813e+000,1.12536325446061e+002)
1.06400422457518e+007	(-8.84043460884716e+000,1.12371164273416e+002)
1.06645700762871e+007	(-8.74849940571074e+000,1.12204070597971e+002)
1.06891544493114e+007	(-8.65578280032506e+000,1.12034985345647e+002)
1.07137954951685e+007	(-8.56226965204791e+000,1.11863847116408e+002)
1.07384933445028e+007	(-8.46794441656137e+000,1.11690592070571e+002)
1.07632481282598e+007	(-8.37279113231765e+000,1.11515153808489e+002)
1.07880599776870e+007	(-8.27679340647028e+000,1.11337463243135e+002)
1.08129290243342e+007	(-8.17993440027091e+000,1.11157448465120e+002)
1.08378554000547e+007	(-8.08219681391304e+000,1.10975034599615e+002)
1.08628392370057e+007	(-7.98356287080288e+000,1.10790143654613e+002)
1.08878806676490e+007	(-7.88401430123761e+000,1.10602694359939e+002)
1.09129798247516e+007	(-7.78353232547160e+000,1.10412601996330e+002)
1.09381368413870e+007	(-7.68209763615043e+000,1.10219778213906e+002)
1.09633518509351e+007	(-7.57969038009378e+000,1.10024130839243e+002)
1.09886249870832e+007	(-7.47629013940769e+000,1.09825563670247e+002)
1.10139563838272e+007	(-7.37187591190790e+000,1.09623976257917e+002)
1.10393461754715e+007	(-7.26642609083695e+000,1.09419263674047e+002)
1.10647944966304e+007	(-7.15991844385823e+000,1.09211316263804e+002)
1.10903014822281e+007	(-7.05233009131244e+000,1.09000019382068e+002)
1.11158672675003e+007	(-6.94363748372376e+000,1.08785253112295e+002)
1.11414919879943e+007	(-6.83381637854490e+000,1.08566891966561e+002)
1.11671757795696e+007	(-6.72284181613442e+000,1.08344804565365e+002)
1.11929187783993e+007	(-6.61068809496222e+000,1.08118853295593e+002)
1.12187211209701e+007	(-6.49732874604477e+000,1.07888893944948e+002)
1.12445829440835e+007	(-6.38273650661658e+000,1.07654775310989e+002)
1.12705043848563e+007	(-6.26688329305120e+000,1.07416338782757e+002)
1.12964855807214e+007	(-6.14974017305331e+000,1.07173417892779e+002)
1.13225266694285e+007	(-6.03127733715257e+000,1.06925837837065e+002)
1.13486277890449e+007	(-5.91146406954159e+000,1.06673414960486e+002)
1.13747890779561e+007	(-5.79026871831349e+000,1.06415956204667e+002)
1.14010106748667e+007	(-5.66765866517079e+000,1.06153258515318e+002)
1.14272927188009e+007	(-5.54360029469552e+000,1.05885108205576e+002)
1.14536353491036e+007	(-5.41805896329324e+000,1.05611280271690e+002)
1.14800387054408e+007	(-5.29099896794905e+000,1.05331537656971e+002)
1.15065029278003e+007	(-5.16238351496457e+000,1.05045630459609e+002)
1.15330281564929e+007	(-5.03217468888074e+000,1.04753295079508e+002)
1.15596145321528e+007	(-4.90033342183346e+000,1.04454253298864e+002)
1.15862621957381e+007	(-4.76681946363867e+000,1.04148211290688e+002)
1.16129712885323e+007	(-4.63159135296128e+000,1.03834858548962e+002)
1.16397419521441e+007	(-4.49460638999111e+000,1.03513866733502e+002)
1.16665743285092e+007	(-4.35582061112787e+000,1.03184888421937e+002)
1.16934685598899e+007	(-4.21518876627219e+000,1.02847555760544e+002)
1.17204247888769e+007	(-4.07266429942807e+000,1.02501479004849e+002)
1.17474431583893e+007	(-3.92819933345192e+000,1.02146244940088e+002)
1.17745238116760e+007	(-3.78174465993395e+000,1.01781415170693e+002)
1.18016668923158e+007	(-3.63324973537422e+000,1.01406524266963e+002)
1.18288725442187e+007	(-3.48266268502406e+000,1.01021077755995e+002)
1.18561409116262e+007	(-3.32993031600638e+000,1.00624549942814e+002)
1.18834721391127e+007	(-3.17499814161404e+000,1.00216381546343e+002)
1.19108663715854e+007	(-3.01781041902119e+000,9.97959771335960e+001)
1.19383237542860e+007	(-2.85831020303493e+000,9.93627023340088e+001)
1.19658444327906e+007	(-2.69643941897665e+000,9.89158808144273e+001)
1.19934285530113e+007	(-2.53213895832416e+000,9.84547909937205e+001)
1.20210762611963e+007	(-2.36534880138051e+000,9.79786624744964e+001)
1.20487877039309e+007	(-2.19600817198196e+000,9.74866721678921e+001)
1.20765630281386e+007	(-2.02405573013138e+000,9.69779400859973e+001)
1.21044023810812e+007	(-1.84942980946891e+000,9.64515247752073e+001)
1.21323059103603e+007	(-1.67206870769274e+000,9.59064183628060e+001)
1.21602737639176e+007	(-1.49191103944814e+000,9.53415411884689e+001)
1.21883060900358e+007	(-1.30889616284605e+000,9.47557359923652e+001)
1.22164030373397e+007	(-1.12296469268974e+000,9.41477616323413e+001)
1.22445647547963e+007	(-9.34059115720113e-001,9.35162863046326e+001)
1.22727913917164e+007	(-7.42124525783345e-001,9.28598802460734e+001)
1.23010830977547e+007	(-5.47109499823310e-001,9.21770079014129e+001)
1.23294400229110e+007	(-3.48967139059793e-001,9.14660195477947e+001)
1.23578623175310e+007	(-1.47656303671453e-001,9.07251423806000e+001)
1.23863501323068e+007	(5.68569261896341e-002,8.99524710818580e+001)
1.24149036182780e+007	(2.64597525148274e-001,8.91459579156997e+001)
1.24435229268323e+007	(4.75579489558103e-001,8.83034024267220e+001)
1.24722082097065e+007	(6.89803446892502e-001,8.74224408588467e+001)
1.25009596189870e+007	(9.07253851153341e-001,8.65005354671259e+001)
1.25297773071110e+007	(1.12789570095512e+000,8.55349639662761e+001)
1.25586614268669e+007	(1.35167071005982e+000,8.45228094515693e+001)
1.25876121313956e+007	(1.57849285380329e+000,8.34609512447249e+001)
1.26166295741907e+007	(1.80824320982544e+000,8.23460572649197e+001)
1.26457139090999e+007	(2.04076400891343e+000,8.11745787086458e+001)
1.26748652903254e+007	(2.27585181317835e+000,7.99427480475904e+001)
1.27040838724249e+007	(2.51324974641921e+000,7.86465816259097e+001)
1.27333698103124e+007	(2.75263871835371e+000,7.72818884601838e+001)
1.27627232592591e+007	(2.99362761430132e+000,7.58442872159833e+001)
1.27921443748941e+007	(3.23574246981035e+000,7.43292337465672e+001)
1.28216333132051e+007	(3.47841472156801e+000,7.27320620131406e+001)
1.28511902305395e+007	(3.72096872849998e+000,7.10480416273880e+001)
1.28808152836053e+007	(3.96260889728208e+000,6.92724556078511e+001)
1.29105086294715e+007	(4.20240693071141e+000,6.74007021338652e+001)
1.29402704255692e+007	(4.43928994884863e+000,6.54284239887707e+001)
1.29701008296925e+007	(4.67203050903336e+000,6.33516688418355e+001)
1.29999999999993e+007	(4.89923985928430e+000,6.11670823231833e+001)
1.30299680950120e+007	(5.11936607260299e+000,5.88721337773848e+001)
1.30600052736185e+007	(5.33069897938342e+000,5.64653714409820e+001)
1.30901116950728e+007	(5.53138396983875e+000,5.39466994698553e+001)
1.31202875189962e+007	(5.71944668401846e+000,5.13176638263477e+001)
1.31505329053780e+007	(5.89283023708965e+000,4.85817279120549e+001)
1.31808480145761e+007	(6.04944584554293e+000,4.57445127973997e+001)
1.32112330073184e+007	(6.18723647508036e+000,4.28139721923014e+001)
1.32416880447028e+007	(6.30425146262653e+000,3.98004704951860e+001)
1.32722132881991e+007	(6.39872814247689e+000,3.67167349472573e+001)
1.33028088996491e+007	(6.46917464228296e+000,3.35776612239192e+001)
1.33334750412676e+007	(6.51444662755132e+000,3.03999657667225e+001)
1.33642118756435e+007	(6.53381029439125e+000,2.72016963360871e+001)
1.33950195657403e+007	(6.52698464356723e+000,2.40016316481724e+001)
1.34258982748975e+007	(6.49415805829364e+000,2.08186175830020e+001)
1.34568481668308e+007	(6.43597717065260e+000,1.76708974756902e+001)
1.34878694056335e+007	(6.35350937383664e+000,1.45754949559797e+001)
1.35189621557771e+007	(6.24818343271535e+000,1.15476994426804e+001)
1.35501265821122e+007	(6.12171486055442e+000,8.60068880643373e+000)
1.35813628498697e+007	(5.97602371886142e+000,5.74530454928382e+000)
1.36126711246610e+007	(5.81315224135461e+000,2.98997615197546e+000)
1.36440515724795e+007	(5.63518844385998e+000,3.40776265704192e-001)
1.36755043597012e+007	(5.44420007690790e+000,-2.19842104382681e+000)
1.37070296530856e+007	(5.24218133779027e+000,-4.62571053276884e+000)
1.37386276197768e+007	(5.03101302203081e+000,-6.94088499384218e+000)
1.37702984273040e+007	(4.81243545850477e+000,-9.14514968437298e+000)
1.38020422435827e+007	(4.58803270040381e+000,-1.12408423195823e+001)
1.38338592369154e+007	(4.35922599938133e+000,-1.32311727991070e+001)
1.38657495759926e+007	(4.12727448181795e+000,-1.51199912355795e+001)
1.38977134298938e+007	(3.89328106745993e+000,-1.69115883025646e+001)
1.39297509680881e+007	(3.65820192402587e+000,-1.86105285488657e+001)
1.39618623604354e+007	(3.42285806032132e+000,-2.02215150589801e+001)
1.39940477771871e+007	(3.18794797249396e+000,-2.17492824885738e+001)
1.40263073889870e+007	(2.95406054204425e+000,-2.31985148490796e+001)
1.40586413668724e+007	(2.72168762499695e+000,-2.45737842486645e+001)
1.40910498822749e+007	(2.49123596510675e+000,-2.58795069438391e+001)
1.41235331070211e+007	(2.26303821256908e+000,-2.71199133834353e+001)
1.41560912133339e+007	(2.03736293920966e+000,-2.82990293394706e+001)
1.41887243738331e+007	(1.81442361851575e+000,-2.94206656542029e+001)
1.42214327615365e+007	(1.59438659102211e+000,-3.04884145506233e+001)
1.42542165498606e+007	(1.37737806861928e+000,-3.15056508333007e+001)
1.42870759126220e+007	(1.16349025043269e+000,-3.24755366383139e+001)
1.43200110240376e+007	(9.52786632113885e-001,-3.34010286729394e+001)
1.43530220587262e+007	(7.45306592834747e-001,-3.42848871201253e+001)
1.43861091917089e+007	(5.41069342324827e-001,-3.51296855742568e+001)
1.44192725984104e+007	(3.40077305641927e-001,-3.59378215289075e+001)
1.44525124546599e+007	(1.42319017221716e-001,-3.67115270598854e+001)
1.44858289366917e+007	(-5.22284110696459e-002,-3.74528794433378e+001)
1.45192222211465e+007	(-2.43597190098991e-001,-3.81638115237385e+001)
1.45526924850722e+007	(-4.31827070793265e-001,-3.88461217044256e+001)
1.45862399059247e+007	(-6.16963833878073e-001,-3.95014834774469e+001)
1.46198646615693e+007	(-7.99058013047290e-001,-4.01314544427200e+001)
1.46535669302808e+007	(-9.78163817774920e-001,-4.07374847912334e+001)
1.46873468907456e+007	(-1.15433822660073e+000,-4.13209252451431e+001)
1.47212047220614e+007	(-1.32764022578443e+000,-4.18830344606236e+001)
1.47551406037393e+007	(-1.49813017177762e+000,-4.24249859084381e+001)
1.47891547157038e+007	(-1.66586925904886e+000,-4.29478742533263e+001)
1.48232472382944e+007	(-1.83091907746643e+000,-4.34527212572036e+001)
1.48574183522662e+007	(-1.99334124574425e+000,-4.39404812334036e+001)
1.48916682387912e+007	(-2.15319710943194e+000,-4.44120460801994e+001)
1.49259970794587e+007	(-2.31054749362510e+000,-4.48682499219696e+001)
1.49604050562769e+007	(-2.46545250202072e+000,-4.53098733858660e+001)
1.49948923516734e+007	(-2.61797135518354e+000,-4.57376475409103e+001)
1.50294591484965e+007	(-2.76816226194473e+000,-4.61522575252237e+001)
1.50641056300158e+007	(-2.91608231875992e+000,-4.65543458857099e+001)
1.50988319799236e+007	(-3.06178743261954e+000,-4.69445156530154e+001)
1.51336383823356e+007	(-3.20533226376449e+000,-4.73233331730891e+001)
1.51685250217917e+007	(-3.34677018501555e+000,-4.76913307151394e+001)
1.52034920832575e+007	(-3.48615325500407e+000,-4.80490088743297e+001)
1.52385397521249e+007	(-3.62353220299581e+000,-4.83968387861342e+001)
1.52736682142130e+007	(-3.75895642334644e+000,-4.87352641679387e+001)
1.53088776557697e+007	(-3.89247397792162e+000,-4.90647032022087e+001)
1.53441682634716e+007	(-4.02413160506675e+000,-4.93855502743685e+001)
1.53795402244263e+007	(-4.15397473392423e+000,-4.96981775774344e+001)
1.54149937261722e+007	(-4.28204750308042e+000,-5.00029365944343e+001)
1.54505289566804e+007	(-4.40839278267873e+000,-5.03001594687024e+001)
1.54861461043550e+007	(-4.53305219926959e+000,-5.05901602712811e+001)
1.55218453580347e+007	(-4.65606616277992e+000,-5.08732361738645e+001)
1.55576269069933e+007	(-4.77747389508224e+000,-5.11496685349975e+001)
1.55934909409411e+007	(-4.89731345972638e+000,-5.14197239065766e+001)
1.56294376500255e+007	(-5.01562179246545e+000,-5.16836549670936e+001)
1.56654672248325e+007	(-5.13243473226979e+000,-5.19417013875096e+001)
1.57015798563873e+007	(-5.24778705257178e+000,-5.21940906351405e+001)
1.57377757361554e+007	(-5.36171249252961e+000,-5.24410387204753e+001)
1.57740550560438e+007	(-5.47424378813369e+000,-5.26827508914264e+001)
1.58104180084019e+007	(-5.58541270301229e+000,-5.29194222791318e+001)
1.58468647860224e+007	(-5.69525005881896e+000,-5.31512384990767e+001)
1.58833955821424e+007	(-5.80378576510726e+000,-5.33783762109866e+001)
1.59200105904447e+007	(-5.91104884861834e+000,-5.36010036406528e+001)
1.59567100050584e+007	(-6.01706748192218e+000,-5.38192810665892e+001)
1.59934940205601e+007	(-6.12186901136828e+000,-5.40333612741760e+001)
1.60303628319749e+007	(-6.22547998431247e+000,-5.42433899797300e+001)
1.60673166347777e+007	(-6.32792617559716e+000,-5.44495062267375e+001)
1.61043556248939e+007	(-6.42923261326950e+000,-5.46518427563067e+001)
1.61414799987004e+007	(-6.52942360353049e+000,-5.48505263537271e+001)
1.61786899530271e+007	(-6.62852275491195e+000,-5.50456781728743e+001)
1.62159856851573e+007	(-6.72655300168455e+000,-5.52374140400555e+001)
1.62533673928294e+007	(-6.82353662650348e+000,-5.54258447387698e+001)
1.62908352742375e+007	(-6.91949528230102e+000,-5.56110762767350e+001)
1.63283895280325e+007	(-7.01445001343918e+000,-5.57932101364321e+001)
1.63660303533232e+007	(-7.10842127613613e+000,-5.59723435103175e+001)
1.64037579496778e+007	(-7.20142895818292e+000,-5.61485695217659e+001)
1.64415725171240e+007	(-7.29349239796781e+000,-5.63219774327253e+001)
1.64794742561511e+007	(-7.38463040282625e+000,-5.64926528389898e+001)
1.65174633677101e+007	(-7.47486126673594e+000,-5.66606778539285e+001)
1.65555400532157e+007	(-7.56420278737567e+000,-5.68261312814447e+001)
1.65937045145465e+007	(-7.65267228256833e+000,-5.69890887788835e+001)
1.66319569540469e+007	(-7.74028660612741e+000,-5.71496230105514e+001)
1.66702975745273e+007	(-7.82706216312664e+000,-5.73078037924622e+001)
1.67087265792660e+007	(-7.91301492461271e+000,-5.74636982288821e+001)
1.67472441720098e+007	(-7.99816044177997e+000,-5.76173708412000e+001)
1.67858505569750e+007	(-8.08251385962639e+000,-5.77688836896169e+001)
1.68245459388489e+007	(-8.16608993010956e+000,-5.79182964881087e+001)
1.68633305227905e+007	(-8.24890302482036e+000,-5.80656667130873e+001)
1.69022045144318e+007	(-8.33096714719282e+000,-5.82110497061526e+001)
1.69411681198789e+007	(-8.41229594426725e+000,-5.83544987713039e+001)
1.69802215457130e+007	(-8.49290271802299e+000,-5.84960652669502e+001)
1.70193649989913e+007	(-8.57280043629788e+000,-5.86357986930375e+001)
1.70585986872487e+007	(-8.65200174330964e+000,-5.87737467735891e+001)
1.70979228184981e+007	(-8.73051896979466e+000,-5.89099555349358e+001)
1.71373376012323e+007	(-8.80836414277914e+000,-5.90444693798911e+001)
1.71768432444245e+007	(-8.88554899499643e+000,-5.91773311581143e+001)
1.72164399575296e+007	(-8.96208497396450e+000,-5.93085822328831e+001)
1.72561279504856e+007	(-9.03798325073700e+000,-5.94382625444873e+001)
1.72959074337142e+007	(-9.11325472834027e+000,-5.95664106704383e+001)
1.73357786181222e+007	(-9.18791004990869e+000,-5.96930638826777e+001)
1.73757417151027e+007	(-9.26195960653041e+000,-5.98182582019558e+001)
1.74157969365361e+007	(-9.33541354481441e+000,-5.99420284495419e+001)
1.74559444947912e+007	(-9.40828177418984e+000,-6.00644082964137e+001)
1.74961846027263e+007	(-9.48057397394860e+000,-6.01854303100702e+001)
1.75365174736905e+007	(-9.55229960004038e+000,-6.03051259990961e+001)
1.75769433215246e+007	(-9.62346789163049e+000,-6.04235258556038e+001)
1.76174623605624e+007	(-9.69408787742945e+000,-6.05406593956692e+001)
1.76580748056320e+007	(-9.76416838180313e+000,-6.06565551978676e+001)
1.76987808720563e+007	(-9.83371803067215e+000,-6.07712409400149e+001)
1.77395807756550e+007	(-9.90274525720862e+000,-6.08847434342088e+001)
1.77804747327450e+007	(-9.97125830733812e+000,-6.09970886602596e+001)
1.78214629601421e+007	(-1.00392652450541e+001,-6.11083017975975e+001)
1.78625456751617e+007	(-1.01067739575527e+001,-6.12184072557337e+001)
1.79037230956203e+007	(-1.01737921601937e+001,-6.13274287033530e+001)
1.79449954398365e+007	(-1.02403274012956e+001,-6.14353890961065e+001)
1.79863629266321e+007	(-1.03063870667698e+001,-6.15423107031727e+001)
1.80278257753335e+007	(-1.03719783846012e+001,-6.16482151326485e+001)
1.80693842057725e+007	(-1.04371084291803e+001,-6.17531233558304e+001)
1.81110384382879e+007	(-1.05017841254924e+001,-6.18570557304407e+001)
1.81527886937261e+007	(-1.05660122531701e+001,-6.19600320228521e+001)
1.81946351934430e+007	(-1.06297994504126e+001,-6.20620714293604e+001)
1.82365781593044e+007	(-1.06931522177789e+001,-6.21631925965513e+001)
1.82786178136878e+007	(-1.07560769218577e+001,-6.22634136408070e+001)
1.83207543794833e+007	(-1.08185797988196e+001,-6.23627521669933e+001)
1.83629880800947e+007	(-1.08806669578557e+001,-6.24612252863674e+001)
1.84053191394410e+007	(-1.09423443845069e+001,-6.25588496337437e+001)
1.84477477819571e+007	(-1.10036179438876e+001,-6.26556413839526e+001)
1.84902742325956e+007	(-1.10644933838076e+001,-6.27516162676267e+001)
1.85328987168273e+007	(-1.11249763377968e+001,-6.28467895863453e+001)
1.85756214606432e+007	(-1.11850723280349e+001,-6.29411762271669e+001)
1.86184426905550e+007	(-1.12447867681906e+001,-6.30347906765797e+001)
1.86613626335964e+007	(-1.13041249661728e+001,-6.31276470338953e+001)
1.87043815173249e+007	(-1.13630921267972e+001,-6.32197590241120e+001)
1.87474995698222e+007	(-1.14216933543722e+001,-6.33111400102720e+001)
1.87907170196959e+007	(-1.14799336552049e+001,-6.34018030053350e+001)
1.88340340960808e+007	(-1.15378179400321e+001,-6.34917606835902e+001)
